query_id,pool_id,system,rank,record_key
T04,7e5471479a97669f,omicsdi,10,project|PRJNA839242
T05,1dff14aebad3d2c5,bioscouter_keyword,1,ena|PRJDB5821
T05,6386d6696d013a01,bioscouter_keyword,2,ena|PRJNA477855
T05,9c6375ff4951ae81,bioscouter_keyword,3,ena|PRJNA933565
T05,e386902c029c6df2,bioscouter_keyword,4,ena|PRJNA595151
T05,93de4c12ac2cf860,bioscouter_keyword,5,ena|PRJEB8360
T05,214511de14bc76a1,bioscouter_keyword,6,ena|PRJNA604175
T05,0c245c41b16d0206,bioscouter_keyword,7,ena|PRJNA101325
T05,b5f85df089b40592,bioscouter_keyword,8,ena|PRJNA1046385
T05,74a6d4c639057340,bioscouter_keyword,9,ena|PRJEB113868
T05,e8913f445637b1f2,bioscouter_keyword,10,ena|PRJEB39424
T05,6386d6696d013a01,bioscouter_embedding,1,ena|PRJNA477855
T05,8cf47ef777ba17cd,bioscouter_embedding,2,ena|PRJEB35636
T05,93de4c12ac2cf860,bioscouter_embedding,3,ena|PRJEB8360
T05,ff4cd593dfe4ac24,bioscouter_embedding,4,ena|PRJNA1256774
T05,51055ee871599904,bioscouter_embedding,5,ena|PRJEB57067
T05,b41d66e985616eca,bioscouter_embedding,6,ena|PRJNA1075323
T05,26387ce9c7db644e,bioscouter_embedding,7,ena|PRJNA1072620
T05,c6a97e3a635f6809,bioscouter_embedding,8,ena|PRJNA892889
T05,9c6375ff4951ae81,bioscouter_embedding,9,ena|PRJNA933565
T05,0c245c41b16d0206,bioscouter_embedding,10,ena|PRJNA101325
T05,6386d6696d013a01,bioscouter_hybrid,1,ena|PRJNA477855
T05,8cf47ef777ba17cd,bioscouter_hybrid,2,ena|PRJEB35636
T05,93de4c12ac2cf860,bioscouter_hybrid,3,ena|PRJEB8360
T05,ff4cd593dfe4ac24,bioscouter_hybrid,4,ena|PRJNA1256774
T05,51055ee871599904,bioscouter_hybrid,5,ena|PRJEB57067
T05,b41d66e985616eca,bioscouter_hybrid,6,ena|PRJNA1075323
T05,26387ce9c7db644e,bioscouter_hybrid,7,ena|PRJNA1072620
T05,36e95e0f3b401207,bioscouter_hybrid,8,cellxgene|e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb
T05,c6a97e3a635f6809,bioscouter_hybrid,9,ena|PRJNA892889
T05,9c6375ff4951ae81,bioscouter_hybrid,10,ena|PRJNA933565
T05,474b7621155cff69,omicsdi,1,biostudies-arrayexpress|E-GEOD-55280
T05,df1f3007a6ebfcba,omicsdi,2,biostudies-arrayexpress|E-GEOD-55296
T05,02552fe045da96d3,omicsdi,3,biostudies-arrayexpress|E-MTAB-13264
T05,f0b994bcd25095fc,omicsdi,4,biostudies-arrayexpress|E-GEOD-29446
T05,9a72ea14544810b7,omicsdi,5,project|PRJNA477855
T05,42fe1b5861c22ccd,omicsdi,6,biostudies-arrayexpress|E-GEOD-8341
T05,5b9175b86dc70665,omicsdi,7,biostudies-arrayexpress|E-MTAB-8552
T05,946f776bb6afc427,omicsdi,8,biostudies-arrayexpress|E-MTAB-14753
T05,2b0712f62b53228b,omicsdi,9,biostudies-arrayexpress|E-MTAB-12671
T05,371d8f6204d92869,omicsdi,10,project|PRJNA933565
T06,4e0d4f12fa652f52,bioscouter_keyword,1,ena|PRJEB65876
T06,e2fd528516b0172c,bioscouter_keyword,2,ena|PRJNA183952
T06,c99cbe40c9cd7c6f,bioscouter_keyword,3,ena|PRJNA1068045
T06,8f2f9338a54680fa,bioscouter_keyword,4,ena|PRJNA212736
T06,848bdb546b25ed21,bioscouter_keyword,5,ena|PRJNA471671
T06,27f2b0a754fe2947,bioscouter_keyword,6,ena|PRJNA186561
T06,ca8e52f1708ee08c,bioscouter_keyword,7,ena|PRJNA589018
T06,5a4b4ee6a8d70814,bioscouter_keyword,8,ena|PRJNA563007
T06,b22ac93aee9ad7b8,bioscouter_keyword,9,ena|PRJNA100241
T06,1b284791fffa0d16,bioscouter_keyword,10,ena|PRJNA707560
T06,92ac6c798619db23,bioscouter_embedding,1,ena|PRJNA1357890
T06,5a4b4ee6a8d70814,bioscouter_embedding,2,ena|PRJNA563007
T06,b22ac93aee9ad7b8,bioscouter_embedding,3,ena|PRJNA100241
T06,4e0d4f12fa652f52,bioscouter_embedding,4,ena|PRJEB65876
T06,e2fd528516b0172c,bioscouter_embedding,5,ena|PRJNA183952
T06,cf680d69d8dfac23,bioscouter_embedding,6,ena|PRJNA767088
T06,0c8ed646dc228ae2,bioscouter_embedding,7,ena|PRJNA129845
T06,ffa049858540ed9a,bioscouter_embedding,8,ena|PRJNA1098212
T06,52a55f34edfc245c,bioscouter_embedding,9,ena|PRJNA849995
T06,b1f7f91d213099d9,bioscouter_embedding,10,ena|PRJNA1019314
T06,92ac6c798619db23,bioscouter_hybrid,1,ena|PRJNA1357890
T06,5a4b4ee6a8d70814,bioscouter_hybrid,2,ena|PRJNA563007
T06,b22ac93aee9ad7b8,bioscouter_hybrid,3,ena|PRJNA100241
T06,4e0d4f12fa652f52,bioscouter_hybrid,4,ena|PRJEB65876
T06,e2fd528516b0172c,bioscouter_hybrid,5,ena|PRJNA183952
T06,cf680d69d8dfac23,bioscouter_hybrid,6,ena|PRJNA767088
T06,0c8ed646dc228ae2,bioscouter_hybrid,7,ena|PRJNA129845
T06,ffa049858540ed9a,bioscouter_hybrid,8,ena|PRJNA1098212
T06,52a55f34edfc245c,bioscouter_hybrid,9,ena|PRJNA849995
T06,b1f7f91d213099d9,bioscouter_hybrid,10,ena|PRJNA1019314
T06,8561b39291a026b3,native_source_api,1,geo|GSE253981
T06,ddad0c04bcaf4138,native_source_api,2,geo|GSE253975
T06,ae288efe61d91ce5,native_source_api,3,geo|GSE253462
T06,229a7c37119accf5,native_source_api,4,geo|GSE322929
T06,f28a80579e7f1d96,native_source_api,5,geo|GSE252967
T06,fe86dbc44dd5a54f,native_source_api,6,geo|GSE327076
T06,100fa57f5dcebfba,native_source_api,7,geo|GSE309202
T06,d226a3a13ce1893c,native_source_api,8,geo|GSE299398
T06,6d518eb606d26dd2,native_source_api,9,geo|GSE282345
T06,4fa9e2af78a6930c,native_source_api,10,geo|GSE326942
T06,5e4968925a5205ef,omicsdi,1,biostudies-arrayexpress|E-GEOD-43490
T06,31c08154664825f2,omicsdi,2,biostudies-arrayexpress|E-MEXP-1416
T06,bff311a5416e4637,omicsdi,3,biostudies-arrayexpress|E-GEOD-7621
T06,b325eaaeef34024c,omicsdi,4,biostudies-arrayexpress|E-GEOD-8397
T06,3aaf321e4f60a31e,omicsdi,5,biostudies-arrayexpress|E-GEOD-45043
T06,d43bd0996cb7bfcb,omicsdi,6,biostudies-arrayexpress|E-GEOD-72267
T06,a01b9046db29ac7c,omicsdi,7,biostudies-arrayexpress|E-GEOD-20292
T06,c8ea8ebefa6ad27c,omicsdi,8,biostudies-arrayexpress|E-GEOD-20295
T06,187fd5636521d45b,omicsdi,9,biostudies-arrayexpress|E-GEOD-20163
T06,5103f75bf1935c3b,omicsdi,10,biostudies-arrayexpress|E-GEOD-54282
T07,ada15da63fd4d70e,bioscouter_keyword,1,ena|PRJNA1064103
T07,dd65a55f148eb838,bioscouter_keyword,2,ena|PRJNA1216532
T07,59792b5d28307fe4,bioscouter_keyword,3,ena|PRJNA1348349
T07,0b154faaee45f5f5,bioscouter_keyword,4,ena|PRJNA511766
T07,075003785e1aabcc,bioscouter_keyword,5,ena|PRJNA756242
T07,8e29c4378714edce,bioscouter_keyword,6,ena|PRJEB47909
